,0
1366,133881.10787728356
1367,242074.40497603358
1368,236359.74390756633
1369,230878.2316660256
1370,189733.70996792434
1371,264716.2675872085
1372,290197.7545026992
1373,229782.71055908545
1374,212059.2460718546
1375,190954.52143210924
1376,182963.85976848286
1377,140700.0107630986
1378,194632.28737652983
1379,198287.3685250025
1380,208833.37572515194
1381,229982.99647191048
1382,153827.64084280294
1383,189038.8412056296
1384,138078.3435312829
1385,209551.9146497468
1386,206240.95047226019
1387,232560.56792870862
1388,206065.5292869439
1389,273754.47083202266
1390,215523.0363877116
1391,236303.44429577584
1392,241544.28717302685
1393,157205.00060969
1394,214481.54052374983
1395,216096.49920866723
1396,194720.8048148374
1397,229213.2750192411
1398,90772.61626680322
1399,133151.55819807993
1400,133583.49461635045
1401,194141.89383524153
1402,121731.85016441096
1403,214851.71512720574
1404,130269.57657455081
1405,158611.0906630668
1406,92523.17686477341
1407,103065.19399266726
1408,99203.68279447811
1409,122254.85217146909
1410,84230.99772705718
1411,14994.735521716764
1412,109918.71223078157
1413,141889.14197652874
1414,114674.51552713667
1415,178171.51091898634
1416,154244.15040793124
1417,180899.30437143543
1418,133372.26692330558
1419,107373.44297760166
1420,147604.25537173363
1421,196958.59620857387
1422,211905.6964804645
1423,224988.29688217698
1424,184900.37317002757
1425,234768.02255832148
1426,93650.1410939192
1427,147956.72641888354
1428,37973.87379916079
1429,61854.192276394606
1430,134972.4281663244
1431,29976.820769036858
1432,60064.54474913291
1433,25904.4141497339
1434,310213.0092514416
1435,260483.69960654032
1436,177760.92493705996
1437,146083.85479203326
1438,206428.82603587856
1439,148555.50879131543
1440,237930.30919562205
1441,212777.8738508207
1442,314035.4659057593
1443,351676.73019600066
1444,76123.29023551488
1445,199168.9381520326
1446,88165.33819686733
1447,114978.79216381391
1448,142190.22319120434
1449,56023.46172907215
1450,53051.3113051744
1451,148721.04820607143
1452,63067.26059530466
1453,52896.75726873323
1454,63472.6950992331
1455,60527.710891276365
1456,176268.95078582154
1457,96708.91693121391
1458,213319.89096042095
